Placement,Swiss,Country,Player,Prize,Team,Class,Tournament
16,5-21-3,THA,Grist Apichol(SultanJerszy),–,"['Landorus-Therian', 'Togekiss', 'Grimmsnarl', 'Rotom-Wash', 'Entei', 'Metagross']",Teams and Results,Teams and Results from the Asia Players Cup Thailand Qualifier
1,4-13-1,HKG,Ng Shiu Chung(Percy),Qualified,"['Venusaur', 'Torkoal', 'Urshifu', 'Thundurus', 'Cresselia', 'Stakataka']",Teams and Results,Teams and Results from the Asia Players Cup Hong Kong Qualifier
2,4-12-2,HKG,Sam Ng Tsz Sum(deceiveVCG),–,"['Venusaur', 'Torkoal', 'Tapu-Fini', 'Thundurus', 'Dusclops', 'Landorus-Therian']",Teams and Results,Teams and Results from the Asia Players Cup Hong Kong Qualifier
3,3-22-2,HKG,Patrick Cheng(Patrick),–,"['Venusaur', 'Torkoal', 'Grimmsnarl', 'Registeel', 'Porygon2', 'Landorus-Therian']",Teams and Results,Teams and Results from the Asia Players Cup Hong Kong Qualifier
4,3-22-2,HKG,Hovee Chau(Hovee),–,"['Rillaboom', 'Rotom-Heat', 'Urshifu', 'Porygon-Z', 'Clefairy', 'Landorus-Therian']",Teams and Results,Teams and Results from the Asia Players Cup Hong Kong Qualifier
5,3-24-0,HKG,Kwok Siu Wai(FELIX),–,"['Kartana', 'Incineroar', 'Tapu-Fini', 'Zapdos', 'Cresselia', 'Tyranitar']",Teams and Results,Teams and Results from the Asia Players Cup Hong Kong Qualifier
6,2-33-1,HKG,Mak Kwan Ho(Alvin),–,"['Rillaboom', 'Indeedee-Female', 'Urshifu', 'Zapdos', 'Dusclops', 'Araquanid']",Teams and Results,Teams and Results from the Asia Players Cup Hong Kong Qualifier
7,4-13-1,HKG,Man Chun Wo(Wo),–,"['Registeel', 'Spectrier', 'Grimmsnarl', 'Regieleki', 'Moltres-Galar', 'Landorus-Therian']",Teams and Results,Teams and Results from the Asia Players Cup Hong Kong Qualifier
8,5-03-1,HKG,Leung Pak Hei(EsmondVGC),–,"['Rillaboom', 'Incineroar', 'Urshifu', 'Moltres-Galar', 'Dragapult', 'Coalossal']",Teams and Results,Teams and Results from the Asia Players Cup Hong Kong Qualifier
9,3-22-2,HKG,Alvin Chik(Momochikchik),–,"['Rillaboom', 'Marowak-Alola', 'Blastoise', 'Thundurus', 'Urshifu', 'Grimmsnarl']",Teams and Results,Teams and Results from the Asia Players Cup Hong Kong Qualifier
10,4-12-2,HKG,Or Kei Yin(Cyrus Or),–,"['Registeel', 'Spectrier', 'Grimmsnarl', 'Regieleki', 'Moltres-Galar', 'Landorus-Therian']",Teams and Results,Teams and Results from the Asia Players Cup Hong Kong Qualifier
11,3-22-2,HKG,Henry Lam(HenryLHP),–,"['Rillaboom', 'Heatran', 'Grimmsnarl', 'Zapdos', 'Urshifu', 'Landorus-Therian']",Teams and Results,Teams and Results from the Asia Players Cup Hong Kong Qualifier
12,2-31-3,HKG,Ho Chung Yin(SICATIVE),–,"['Rillaboom', 'Incineroar', 'Grimmsnarl', 'Mamoswine', 'Urshifu', 'Celesteela']",Teams and Results,Teams and Results from the Asia Players Cup Hong Kong Qualifier
13,3-21-3,HKG,Kisch Cheng(Kassiddy),–,"['Urshifu', 'Incineroar', 'Tapu-Fini', 'Regieleki', 'Thundurus', 'Landorus-Therian']",Teams and Results,Teams and Results from the Asia Players Cup Hong Kong Qualifier
14,3-21-3,HKG,Yuen Nga Hin(SiuHinVGC),–,"['Amoonguss', 'Incineroar', 'Tapu-Fini', 'Regieleki', 'Moltres-Galar', 'Landorus-Therian']",Teams and Results,Teams and Results from the Asia Players Cup Hong Kong Qualifier
15,3-21-3,HKG,YT Chan(midknighyt),–,"['Metagross', 'Incineroar', 'Rotom-Wash', 'Zapdos-Galar', 'Dusclops', 'Glastrier']",Teams and Results,Teams and Results from the Asia Players Cup Hong Kong Qualifier
16,4-10-4,HKG,Angus Ngai Ka Chun(Rockslide),–,"['Kartana', 'Togekiss', 'Urshifu', 'Regieleki', 'Porygon2', 'Landorus-Therian']",Teams and Results,Teams and Results from the Asia Players Cup Hong Kong Qualifier
1,5-23-1,TWN,Chou Tsung-hsiao(Teayue),Qualified,"['Venusaur', 'Torkoal', 'Urshifu', 'Thundurus', 'Indeedee-Female', 'Stakataka']",Teams and Results,Teams and Results from the Asia Players Cup Taiwan Qualifier
2,6-13-1,TWN,Ho Chin-wei(eddyho),Qualified,"['Venusaur', 'Torkoal', 'Grimmsnarl', 'Registeel', 'Porygon2', 'Landorus-Therian']",Teams and Results,Teams and Results from the Asia Players Cup Taiwan Qualifier
3,5-24-0,TWN,Chen Chia-chi(加七),–,"['Venusaur', 'Torkoal', 'Blastoise', 'Grimmsnarl', 'Dusclops', 'Turtonator']",Teams and Results,Teams and Results from the Asia Players Cup Taiwan Qualifier
4,6-13-1,TWN,Tsai Chien-chien(ChienX2),–,"['Cinderace', 'Incineroar', 'Tapu-Fini', 'Regieleki', 'Dusclops', 'Glastrier']",Teams and Results,Teams and Results from the Asia Players Cup Taiwan Qualifier
5,5-23-1,TWN,Yang Chieh-lun(BST),–,"['Venusaur', 'Torkoal', 'Urshifu', 'Thundurus', 'Indeedee-Female', 'Stakataka']",Teams and Results,Teams and Results from the Asia Players Cup Taiwan Qualifier
6,5-22-2,TWN,Liu Yi-an(Luian),–,"['Urshifu', 'Incineroar', 'Tapu-Fini', 'Thundurus', 'Dusclops', 'Glastrier']",Teams and Results,Teams and Results from the Asia Players Cup Taiwan Qualifier
7,5-22-2,TWN,Chang Xuan-hao(Hacker),–,"['Cinderace', 'Incineroar', 'Tapu-Fini', 'Regieleki', 'Dusclops', 'Glastrier']",Teams and Results,Teams and Results from the Asia Players Cup Taiwan Qualifier
8,5-22-2,TWN,Tsai Hau-yu(蔡皓宇),–,"['Kartana', 'Landorus-Therian', 'Tapu-Fini', 'Indeedee-Female', 'Dusclops', 'Glastrier']",Teams and Results,Teams and Results from the Asia Players Cup Taiwan Qualifier
9,6-12-2,TWN,Liu Han-wei(Markliu),–,"['Kartana', 'Incineroar', 'Politoed', 'Regieleki', 'Kingdra', 'Landorus-Therian']",Teams and Results,Teams and Results from the Asia Players Cup Taiwan Qualifier
10,5-22-2,TWN,Chang Wei-lun(維倫),–,"['Amoonguss', 'Moltres-Galar', 'Tapu-Fini', 'Regieleki', 'Dusclops', 'Glastrier']",Teams and Results,Teams and Results from the Asia Players Cup Taiwan Qualifier
11,5-22-2,TWN,Wu Meng-hang(hank),–,"['Landorus-Therian', 'Incineroar', 'Clefairy', 'Nihilego', 'Spectrier', 'Metagross']",Teams and Results,Teams and Results from the Asia Players Cup Taiwan Qualifier
12,5-21-3,TWN,Huang Yang-jie(KKCWind),–,"['Garchomp', 'Incineroar', 'Celesteela', 'Tapu-Koko', 'Porygon2', 'Glastrier']",Teams and Results,Teams and Results from the Asia Players Cup Taiwan Qualifier
13,6-11-3,TWN,Jian Shao-yang(Frozereon),–,"['Kartana', 'Clefairy', 'Tapu-Fini', 'Rotom-Heat', 'Moltres-Galar', 'Regirock']",Teams and Results,Teams and Results from the Asia Players Cup Taiwan Qualifier
14,5-20-2,TWN,Chen Chih-chun(ToooTz),–,"['Rillaboom', 'Togekiss', 'Urshifu', 'Thundurus', 'Dragapult', 'Coalossal']",Teams and Results,Teams and Results from the Asia Players Cup Taiwan Qualifier
15,6-10-2,TWN,Jhou Ya-yi(Tide),–,"['Venusaur', 'Torkoal', 'Grimmsnarl', 'Zapdos', 'Porygon2', 'Regirock']",Teams and Results,Teams and Results from the Asia Players Cup Taiwan Qualifier
16,6-1N/A,TWN,Wu Chen(震),–,"['Venusaur', 'Torkoal', 'Togekiss', 'Regieleki', 'Porygon2', 'Regirock']",Teams and Results,Teams and Results from the Asia Players Cup Taiwan Qualifier
1,5-1,TWN,Liu Jian-ting(Sayha),R2 bye at Nats,"['Eternatus', 'Incineroar', 'Araquanid', 'Regieleki', 'Dusclops', 'Glastrier']",Teams and Results,Teams and Results from the 2022 Kaohsiung Regionals
2,5-1,TWN,Jhou Ya-yi(YaYeee),R2 bye at Nats,"['Kyogre', 'Torkoal', 'Venusaur', 'Porygon2', 'Urshifu', 'Tornadus']",Teams and Results,Teams and Results from the 2022 Kaohsiung Regionals
3,6-0,TWN,Duh Jenn-chau(我什麼都沒有),R1 bye at Nats,"['Zacian-Crowned', 'Gyarados', 'Rillaboom', 'Thundurus', 'Urshifu', 'Landorus-Therian']",Teams and Results,Teams and Results from the 2022 Kaohsiung Regionals
4,4-2,TWN,Li Chia-ching(拉邦),R1 bye at Nats,"['Kyogre', 'Incineroar', 'Venusaur', 'Regieleki', 'Torkoal', 'Tornadus']",Teams and Results,Teams and Results from the 2022 Kaohsiung Regionals
5,5-1,TWN,Tsai Chien-chien(芊芊),–,"['Eternatus', 'Incineroar', 'Araquanid', 'Regieleki', 'Dusclops', 'Glastrier']",Teams and Results,Teams and Results from the 2022 Kaohsiung Regionals
6,5-1,TWN,Tang Cheng-lin,–,"['Kyogre', 'Whimsicott', 'Amoonguss', 'Zapdos', 'Urshifu', 'Metagross']",Teams and Results,Teams and Results from the 2022 Kaohsiung Regionals
7,5-1,TWN,Tsai Hau-yu(凰華),–,"['Calyrex-Shadow-Rider', 'Indeedee-Female', 'Rillaboom', 'Regieleki', 'Moltres-Galar', 'Araquanid']",Teams and Results,Teams and Results from the 2022 Kaohsiung Regionals
8,4-2,TWN,Tung Yi,–,"['Zacian-Crowned', 'Umbreon', 'Amoonguss', 'Thundurus', 'Lapras', 'Landorus-Therian']",Teams and Results,Teams and Results from the 2022 Kaohsiung Regionals
9,6-0,TWN,Chang Te-yu(代瑞),–,"['Kyogre', 'Incineroar', 'Venusaur', 'Torkoal', 'Grimmsnarl', 'Tornadus']",Teams and Results,Teams and Results from the 2022 Kaohsiung Regionals
10,5-1,TWN,Wang Yi-liang(小Yee),–,"['Zacian-Crowned', 'Rotom-Heat', 'Rillaboom', 'Regigigas', 'Weezing', 'Landorus-Therian']",Teams and Results,Teams and Results from the 2022 Kaohsiung Regionals
11,5-1,TWN,Yang Da-wei(Wavvvy),–,"['Dialga', 'Incineroar', 'Glastrier', 'Zapdos', 'Grimmsnarl', 'Landorus-Therian']",Teams and Results,Teams and Results from the 2022 Kaohsiung Regionals
12,5-1,TWN,Su Chun-jen(Pisces),–,"['Kyogre', 'Incineroar', 'Rillaboom', 'Thundurus', 'Dusclops', 'Glastrier']",Teams and Results,Teams and Results from the 2022 Kaohsiung Regionals
13,5-1,TWN,Tseng Yan-rong(Tony),–,"['Calyrex-Ice-Rider', 'Incineroar', 'Tapu-Fini', 'Regieleki', 'Dusclops', 'Mimikyu']",Teams and Results,Teams and Results from the 2022 Kaohsiung Regionals
14,5-1,TWN,Chuang Yu-peng,–,"['Zacian-Crowned', 'Incineroar', 'Venusaur', 'Tapu-Koko', 'Sableye', 'Charizard']",Teams and Results,Teams and Results from the 2022 Kaohsiung Regionals
15,5-1,TWN,Zhuo Yu-feng(一拳一彩黑),–,"['Yveltal', 'Incineroar', 'Amoonguss', 'Regieleki', 'Metagross', 'Landorus-Therian']",Teams and Results,Teams and Results from the 2022 Kaohsiung Regionals
16,4-2,TWN,Lai Ming-hsu(Yei),–,"['Groudon', 'Umbreon', 'Venusaur', 'Regieleki', 'Porygon2', 'Charizard']",Teams and Results,Teams and Results from the 2022 Kaohsiung Regionals
1,6-1,USA,Joseph Ugarte(JoeUX9),$200,"['YVELTAL', 'Incineroar', 'Venusaur', 'Torkoal', 'Grimmsnarl', 'Landorus-Therian']",Teams and Results,Teams and results from the VR Series 11 Challenge
2,6-1,ITA,Emanuele Briganti(BK),$100,"['GROUDON', 'Incineroar', 'Venusaur', 'Porygon2', 'Grimmsnarl', 'Charizard']",Teams and Results,Teams and results from the VR Series 11 Challenge
3,7-0,SGP,Jude Lee(CoalossalVGC),$50,"['ZACIAN-CROWNED', 'Incineroar', 'Rillaboom', 'Coalossal', 'Urshifu', 'Moltres-Galar']",Teams and Results,Teams and results from the VR Series 11 Challenge
4,5-2,JPN,Takehiro Nakata(grand),$50,"['KYOGRE', 'Comfey', 'Rillaboom', 'Zapdos', 'Urshifu', 'Kingdra']",Teams and Results,Teams and results from the VR Series 11 Challenge
5,6-1,GBR,Eden Batchelor(Daddy Myers),$25,"['RESHIRAM', 'Blastoise', 'Rillaboom', 'Thundurus', 'Grimmsnarl', 'Landorus-Therian']",Teams and Results,Teams and results from the VR Series 11 Challenge
6,6-1,JPN,Sota Miyazaki(ラディス),$25,"['CALYREX-ICE-RIDER', 'Incineroar', 'Tapu-Fini', 'Regieleki', 'Urshifu', 'Mimikyu']",Teams and Results,Teams and results from the VR Series 11 Challenge
7,5-2,ESP,Rafa Busutil(PokeRaf),$25,"['ZACIAN-CROWNED', 'Incineroar', 'Amoonguss', 'Regieleki', 'Blastoise', 'Dragapult']",Teams and Results,Teams and results from the VR Series 11 Challenge
8,5-2,JPN,Shun Kato(シュン),$25,"['CALYREX-ICE-RIDER', 'Incineroar', 'Amoonguss', 'Regieleki', 'Urshifu', 'Mimikyu']",Teams and Results,Teams and results from the VR Series 11 Challenge
9,6-1,JPN,Shuji Endo(えげ),–,"['ZACIAN-CROWNED', 'Rotom-Heat', 'Spectrier', 'Gastrodon', 'Grimmsnarl', 'Landorus-Therian']",Teams and Results,Teams and results from the VR Series 11 Challenge
10,5-2,No Flag,Sali Resuli(Pokesun1),–,"['GROUDON', 'Incineroar', 'Venusaur', 'Regieleki', 'Umbreon', 'Charizard']",Teams and Results,Teams and results from the VR Series 11 Challenge
11,5-2,USA,Sohaib Mufti(Soh),–,"['GROUDON', 'Incineroar', 'Venusaur', 'Thundurus', 'Grimmsnarl', 'Charizard']",Teams and Results,Teams and results from the VR Series 11 Challenge
12,5-2,ESP,Juan Borreguero(Blue),–,"['ZYGARDE-50', 'Incineroar', 'Ferrothorn', 'Zapdos', 'Tapu-Fini', 'Spectrier']",Teams and Results,Teams and results from the VR Series 11 Challenge
13,5-2,ITA,Francesco Deiana(Francis),–,"['KYOGRE', 'Incineroar', 'Venusaur', 'Torkoal', 'Grimmsnarl', 'Landorus-Therian']",Teams and Results,Teams and results from the VR Series 11 Challenge
14,5-2,ITA,Kevin Salvetto(Lil Bo Peep),–,"['ZACIAN-CROWNED', 'Torkoal', 'Venusaur', 'Charizard', 'Grimmsnarl', 'Landorus-Therian']",Teams and Results,Teams and results from the VR Series 11 Challenge
15,5-2,FIN,Oliver Eskolin(Owe),–,"['KYOGRE', 'Incineroar', 'Ferrothorn', 'Zapdos', 'Grimmsnarl', 'Dragapult']",Teams and Results,Teams and results from the VR Series 11 Challenge
16,5-2,AUS,Yuya Tada(てんか),–,"['ZACIAN-CROWNED', 'Incineroar', 'Amoonguss', 'Regieleki', 'Rotom-Wash', 'Dragapult']",Teams and Results,Teams and results from the VR Series 11 Challenge
17,5-2,USA,Chase Tiedtke(Chase),–,"['ZACIAN-CROWNED', 'Turtonator', 'Blastoise', 'Thundurus', 'Grimmsnarl', 'Landorus-Therian']",Teams and Results,Teams and results from the VR Series 11 Challenge
18,5-2,ITA,Francesco Iozzia(Nova),–,"['ZACIAN-CROWNED', 'Entei', 'Rillaboom', 'Blastoise', 'Grimmsnarl', 'Landorus-Therian']",Teams and Results,Teams and results from the VR Series 11 Challenge
19,5-2,AUT,Ian Dertschei(Ian),–,"['GROUDON', 'Entei', 'Venusaur', 'Porygon2', 'Grimmsnarl', 'Thundurus']",Teams and Results,Teams and results from the VR Series 11 Challenge
20,5-2,IND,Karthik Bandagonda(Karthik),–,"['ZACIAN-CROWNED', 'Incineroar', 'Amoonguss', 'Thundurus', 'Lapras', 'Landorus-Therian']",Teams and Results,Teams and results from the VR Series 11 Challenge
21,5-2,NDL,Koen van Cann(Koen),–,"['RESHIRAM', 'Incineroar', 'Kartana', 'Clefairy', 'Tapu-Fini', 'Moltres-Galar']",Teams and Results,Teams and results from the VR Series 11 Challenge
1,6-2,USA,James Evans(James),$200,"['Latios', 'Hitmontop', 'Gastrodon', 'Rotom-heat', 'Tyranitar', 'Scizor']",Teams and Results,Teams and results from the VR x GGtoor Sinnoh Open
2,6-2,ITA,Flavio Del Pidio(Pado),$100,"['Ludicolo', 'Arcanine', 'Pelipper', 'Raikou', 'Mamoswine', 'Scizor']",Teams and Results,Teams and results from the VR x GGtoor Sinnoh Open
3,7-1,USA,Joseph Ugarte(JoeUX9),$50,"['Mamoswine', 'Hitmontop', 'Gardevoir', 'Zapdos', 'Tyranitar', 'Heatran']",Teams and Results,Teams and results from the VR x GGtoor Sinnoh Open
4,6-2,JPN,Shinichi Matsuda(kakunaka),$50,"['Pachirisu', 'Garchomp', 'Gardevoir', 'Zapdos', 'Tyranitar', 'Gyarados']",Teams and Results,Teams and results from the VR x GGtoor Sinnoh Open
5,7-1,PAN,Gabriel Cedeño(Gabuu’),$25,"['Breloom', 'Arcanine', 'Gastrodon-east', 'Raikou', 'Latios', 'Scizor']",Teams and Results,Teams and results from the VR x GGtoor Sinnoh Open
6,6-2,ESP,Víctor Medina(Torviv),$25,"['Tangrowth', 'Arcanine', 'Gastrodon', 'Raikou', 'Tyranitar', 'Scizor']",Teams and Results,Teams and results from the VR x GGtoor Sinnoh Open
7,6-2,USA,Wolfe Glick(Wolfey),$25,"['Togekiss', 'Garchomp', 'Azumarill', 'Salamence', 'Tyranitar', 'Scizor']",Teams and Results,Teams and results from the VR x GGtoor Sinnoh Open
8,6-2,DEU,Markus Stadter(13Yoshi37),$25,"['Ludicolo', 'Hitmontop', 'Politoed', 'Raikou', 'Snorlax', 'Scizor']",Teams and Results,Teams and results from the VR x GGtoor Sinnoh Open
9,8-0,GRC,Paschalis Dermentzis(Diana),–,"['Ludicolo', 'Arcanine', 'Politoed', 'Raikou', 'Latios', 'Scizor']",Teams and Results,Teams and results from the VR x GGtoor Sinnoh Open
10,7-1,GRC,Lazaros Lazaropoulos(Dragonmaster),–,"['Ludicolo', 'Arcanine', 'Politoed', 'Raikou', 'Latios', 'Scizor']",Teams and Results,Teams and results from the VR x GGtoor Sinnoh Open
11,6-2,ITA,Giulio Tarlao(Giulio),–,"['Hitmontop', 'Arcanine', 'Rotom-wash', 'Cresselia', 'Tyranitar', 'Togekiss']",Teams and Results,Teams and results from the VR x GGtoor Sinnoh Open
12,6-2,THA,Narawitch Naenna(MyStars),–,"['Ludicolo', 'Garchomp', 'Pelipper', 'Shedinja', 'Gardevoir', 'Scizor']",Teams and Results,Teams and results from the VR x GGtoor Sinnoh Open
13,6-2,USA,Candy King(YRN),–,"['Kangaskhan', 'Arcanine', 'Gastrodon', 'Cresselia', 'Tyranitar', 'Scizor']",Teams and Results,Teams and results from the VR x GGtoor Sinnoh Open
14,6-2,ESP,Iker de Dios(Poxo),–,"['Hitmontop', 'Arcanine', 'Cresselia', 'Raikou', 'Tyranitar', 'Scizor']",Teams and Results,Teams and results from the VR x GGtoor Sinnoh Open
15,6-2,ITA,Leonardo Bonanomi(Leo),–,"['Hariyama', 'Arcanine', 'Gastrodon', 'Gengar', 'Slowbro', 'Scizor']",Teams and Results,Teams and results from the VR x GGtoor Sinnoh Open
16,6-2,NDL,Bas van der Heijden(Priscilla),–,"['Mamoswine', 'Hitmontop', 'Gyarados', 'Cresselia', 'Tyranitar', 'Heatran']",Teams and Results,Teams and results from the VR x GGtoor Sinnoh Open
17,6-2,ITA,René Paganelli(René),–,"['Latios', 'Arcanine', 'Gastrodon', 'Raikou', 'Tyranitar', 'Scizor']",Teams and Results,Teams and results from the VR x GGtoor Sinnoh Open
18,6-2,ITA,Antonio Raimondo(Rey),–,"['Breloom', 'Garchomp', 'Rotom-wash', 'Togekiss', 'Cresselia', 'Heatran']",Teams and Results,Teams and results from the VR x GGtoor Sinnoh Open
19,6-2,ESP,Francisco J. Nicolás(Nico),–,"['Latios', 'Arcanine', 'Gastrodon', 'Togekiss', 'Tyranitar', 'Scizor']",Teams and Results,Teams and results from the VR x GGtoor Sinnoh Open
20,6-2,USA,Meghan Hyman(PinkSylvie),–,"['Latios', 'Arcanine', 'Gastrodon-east', 'Raikou', 'Tyranitar', 'Scizor']",Teams and Results,Teams and results from the VR x GGtoor Sinnoh Open
21,6-2,HKG,Travis Chu(Himte),–,"['Ludicolo', 'Garchomp', 'Politoed', 'Raikou', 'Togekiss', 'Scizor']",Teams and Results,Teams and results from the VR x GGtoor Sinnoh Open
1,5-1,TWN,Yang Chieh-lun(血汗淚),R2 bye at Nats,"['KYOGRE', 'Incineroar', 'Rillaboom', 'Zapdos', 'Dusclops', 'Glastrier']",Teams and Results,Teams and Results from the 2022 Taipei Regionals
2,4-2,TWN,Huang Yang-jie(三重流川風),R2 bye at Nats,"['KYUREM-WHITE', 'Incineroar', 'Kartana', 'Regieleki', 'Dusclops', 'Tapu-Fini']",Teams and Results,Teams and Results from the 2022 Taipei Regionals
3,5-1,TWN,Yang Da-wei(Wavvvy),R1 bye at Nats,"['SOLGALEO', 'Tornadus', 'Amoonguss', 'Zapdos', 'Urshifu', 'Tapu-Fini']",Teams and Results,Teams and Results from the 2022 Taipei Regionals
4,5-1,TWN,Wu Yi-hung(Wuda),R1 bye at Nats,"['KYOGRE', 'Incineroar', 'Ferrothorn', 'Zapdos', 'Grimmsnarl', 'Seismitoad']",Teams and Results,Teams and Results from the 2022 Taipei Regionals
5,5-1,TWN,Liu Yi-an(易安I-AN),–,"['CALYREX-ICE-RIDER', 'Incineroar', 'Dusclops', 'Thundurus', 'Urshifu', 'Tapu-Fini']",Teams and Results,Teams and Results from the 2022 Taipei Regionals
6,5-1,TWN,Yeh Kuan-cheng(臺灣好媳婦),–,"['ZACIAN-CROWNED', 'Rotom-Heat', 'Moltres-Galar', 'Gastrodon', 'Grimmsnarl', 'Landorus-Therian']",Teams and Results,Teams and Results from the 2022 Taipei Regionals
7,4-2,TWN,Chen Yi-mo(Sakura),–,"['ZACIAN-CROWNED', 'Marowak-Alola', 'Venusaur', 'Whimsicott', 'Mienshao', 'Landorus']",Teams and Results,Teams and Results from the 2022 Taipei Regionals
8,4-2,TWN,Tsai Hau-yu(凰華),–,"['CALYREX-SHADOW-RIDER', 'Incineroar', 'Blastoise', 'Regieleki', 'Indeedee-Female', 'Landorus-Therian']",Teams and Results,Teams and Results from the 2022 Taipei Regionals
9,6-0,TWN,Ho Chin-wei(小高維),–,"['ZACIAN-CROWNED', 'Rotom-Heat', 'Dragapult', 'Gastrodon', 'Grimmsnarl', 'Landorus-Therian']",Teams and Results,Teams and Results from the 2022 Taipei Regionals
10,6-0,TWN,Tsai Chien-chien(芊芊),–,"['ETERNATUS', 'Incineroar', 'Araquanid', 'Regieleki', 'Dusclops', 'Glastrier']",Teams and Results,Teams and Results from the 2022 Taipei Regionals
11,5-1,TWN,Duh Jenn-chau(我什麼都沒有),–,"['ZACIAN-CROWNED', 'Blastoise', 'Rillaboom', 'Thundurus', 'Urshifu', 'Landorus-Therian']",Teams and Results,Teams and Results from the 2022 Taipei Regionals
